x,y,f_x,f_y
6.3195530930534005,2.945186593569815,-1615.062137867933,0.31597765465267
2.529912539954165,2.947006804262336,-116.29253587973042,0.12649562699770825
1.7311562915276406,2.948049508764282,-58.92523724718352,0.08655781457638204
1.218513925408319,2.9487819608588524,-46.66683043741137,0.060925696270415955
0.758548216162979,2.9492762766381624,-46.724328885565704,0.03792741080814895
0.2605247435884731,2.9495340468278775,-53.89807028426665,0.013026237179423656
-0.3346691658602835,2.949520376352297,-65.43389683506304,-0.016733458293014175
-1.03381988063441,2.949181243842488,-72.29382463933136,-0.051690994031720505
-1.7129352679180299,2.9484892719187417,-59.72179562947231,-0.08564676339590149
-2.180313422824444,2.947504837065003,-33.458357368636,-0.1090156711412222
-2.4077566960201455,2.946349713181665,-14.02566570724459,-0.12038783480100729
-2.496591968091765,2.945119944129238,-5.092995096096429,-0.12482959840458825
-2.5279171504806563,2.943862441701156,-1.7401679509132872,-0.12639585752403282
-2.538457098392698,2.942595370479666,-0.5729188170888477,-0.12692285491963493
-2.541854874709489,2.9413251307248607,-0.17699375883591273,-0.12709274373547447
-2.5428404959098225,2.9400539025280588,-0.04386973881508105,-0.12714202479549114
-2.543016284350951,2.9387824201900727,7.788047732137926e-4,-0.12715081421754756
-2.5429203997188754,2.937510929907277,0.01572518309849613,-0.12714601998594377
-2.542733470313005,2.9362395142844417,0.020718489458353417,-0.12713667351565025
-2.542516472988485,2.9349682012172966,0.02242719603140486,-0.12712582364942424
-2.542288968464173,2.9336969996652895,0.02299038989784563,-0.12711444842320865
-2.542057932201716,2.932425912833721,0.023170740895173125,-0.1271028966100858
-2.541825818682425,2.9311549418598544,0.023236546879736864,-0.12709129093412128
-2.541593302727903,2.9298840870670113,0.023261563557026577,-0.12707966513639515
-2.541360636734645,2.928613348587964,0.0232733705011956,-0.12706803183673226
-2.541127886841829,2.92734272646604,0.023279195855678836,-0.12705639434209146
-2.540895085994605,2.926072220652392,0.023282641120143666,-0.12704475429973025
-2.5406622463468485,2.9248018895292187,0.023283867742192044,-0.12703311231734243
-2.5404293856058873,2.923531674914124,0.02328597305726099,-0.12702146928029437
-2.540196502572122,2.922261518443934,0.023289994502517786,-0.12700982512860612
-2.5399635852015328,2.92099147842547,0.023293453879826842,-0.12699817926007664
-2.5397306355584073,2.919721554874129,0.02329657783059602,-0.12698653177792038
-2.5394976553309925,2.9184517478052383,0.023299551820690212,-0.12697488276654964
-2.539264645419308,2.9171820572338016,0.02330247527940088,-0.1269632322709654
-2.539031606187288,2.9159124831745937,0.023305389157624035,-0.1269515803093644
-2.5387985377372146,2.9146430256422784,0.023308305877289826,-0.12693992688686073
-2.5385654400728823,2.9133736846514826,0.023311227127349454,-0.12692827200364412
-2.53833231317256,2.9121044602168267,0.02331415181765273,-0.126916615658628
-2.5380991570138103,2.9108353523529367,0.023317078782971734,-0.12690495785069053
-2.5378659715785656,2.909566361074447,0.023320007335367876,-0.12689329857892828
-2.5376327568522594,2.908297486396,0.02332293716932554,-0.12688163784261297
-2.53739951282218,2.907028728332244,0.023325868182126896,-0.126869975641109
-2.537166239476366,2.9057600868978324,0.023328800353636936,-0.1268583119738183
-2.5369329368030757,2.904491562107428,0.023331733688518597,-0.1268466468401538
-2.5366996047905888,2.9032231539756963,0.023334668194534558,-0.12683498023952944
-2.5364662434271543,2.90195486251731,0.023337603877129354,-0.12682331217135773
-2.5362328527009916,2.9006866877469473,0.02334054073927838,-0.1268116426350496
-2.535999432602907,2.8994186296750764,0.023343479150268465,-0.12679997163014536
-2.5357659831168453,2.8981506883190153,0.023346418597807173,-0.12678829915584228
-2.535532504230668,2.8968828636952537,0.023349359012989623,-0.1267766252115334
-2.535298995933968,2.895615155818707,0.0233523005473657,-0.1267649497966984
-2.535065458214361,2.894347564706285,0.023355243098830414,-0.12675327291071806
-2.5348318910609824,2.89308009037179,0.0233581867933097,-0.12674159455304912
-2.534598294462926,2.8918127328288032,0.023361131757644316,-0.1267299147231463
-2.5343646684082572,2.890545492091671,0.02336407799275797,-0.12671823342041286
-2.5341310128848256,2.889278368174998,0.023367025471943137,-0.12670655064424127
-2.533897327880493,2.8880113610934792,0.023369974169042962,-0.12669486639402466
-2.5336636133861314,2.8867444708576184,0.02337292446908279,-0.1266831806693066
-2.533429869386019,2.8854776974847907,0.023375875905831123,-0.12667149346930096
-2.5331960958669053,2.884211040991548,0.02337882829863247,-0.12665980479334527
-2.532962292817908,2.8829445013928665,0.023381781755977826,-0.1266481146408954
-2.5327284602268794,2.8816780787057246,0.023384736210232404,-0.12663642301134398
-2.532494598083003,2.8804117729439827,0.02338769180125766,-0.12662472990415016
-2.5322607063754,2.879145584121276,0.023390648667565017,-0.12661303531877
-2.5320267850920875,2.8778795122520093,0.023393606813710832,-0.12660133925460437
-2.531792834220837,2.8766135573508462,0.02339656621352937,-0.12658964171104187
-2.5315588537494267,2.8753477194325407,0.023399526840721663,-0.12657794268747133
-2.531324843668661,2.87408199850764,0.023402489081574274,-0.12656624218343304
-2.531090803962701,2.872816394593589,0.02340545246680925,-0.12655454019813506
-2.5308567346182143,2.8715509077070065,0.023408416815886568,-0.1265428367309107
-2.5306226356242387,2.8702855378629297,0.023411382237386036,-0.12653113178121195
-2.5303885069685346,2.8690202850784057,0.023414348662473827,-0.12651942534842672
-2.5301543486402114,2.8677551493673508,0.023417316231748586,-0.12650771743201059
-2.5299201606283215,2.8664901307434554,0.023420285085062886,-0.12649600803141609
-2.5296859429207994,2.865225229221183,0.0234232552269642,-0.12648429714603998
